,algo-format-size-repetation,compression_ratio,compression_time,saving_size,total_power,cpu_utilization,energy_efficiency
968,lzw-mp4-large-high-47,1.2854143158634488,117.0,18682.021484375,404.77223,0.2588855555555555,178.2811135215282
969,lzw-mp4-large-high-48,1.1522913184556591,40.0,3923.4755859375,142.69404999999998,0.2634617073170731,104.36324834387204
970,lzw-mp4-large-high-49,1.1213367499466154,25.0,2330.58984375,89.01704999999998,0.2509776923076923,104.31758635709596
971,lzw-mp4-large-high-50,1.2047334970608614,59.0,7769.4130859375,207.57318,0.2588769999999999,144.58508907229913
972,lzw-flv-small-low-1,1.212906845257284,41.0,5507.982421875,145.74849999999998,0.2612254761904761,144.66814814750356
973,lzw-flv-small-low-2,1.1268580513296458,23.0,2237.1826171875,83.46981,0.262925,101.9389436106058
974,lzw-flv-small-low-3,1.196315931991564,25.0,3681.5947265625,90.00210999999999,0.2593326923076923,157.73425517121515
975,lzw-flv-small-low-4,1.213011764001377,23.0,3598.818359375,81.92130999999999,0.2486958333333333,176.64222633041825
976,lzw-flv-small-low-5,1.082598863494589,13.0,936.1826171875,49.52782,0.2761114285714285,68.45843668639084
977,lzw-flv-small-low-6,1.1369551670015607,24.0,2525.19140625,85.52786,0.2504,117.91047053735886
978,lzw-flv-small-low-7,1.0933217254902947,17.0,1158.7197265625,62.647,0.2634722222222222,70.20099821687498
979,lzw-flv-small-low-8,1.1427658064375736,16.0,1665.7841796875,59.60527999999999,0.2691629411764706,103.82901535809752
980,lzw-flv-small-low-9,1.0804216455234608,12.0,855.01953125,44.39233,0.2490061538461538,77.349589816934
981,lzw-flv-small-low-10,1.1271795938789035,25.0,2336.3701171875,86.84797999999999,0.2620452,102.6610524689616
982,lzw-flv-small-low-11,1.11061149533229,16.0,1319.56640625,59.03778,0.2618005882352941,85.37497987506384
983,lzw-flv-small-low-12,1.132421764111154,17.0,1687.33984375,61.73523,0.2523011111111111,108.33039537057743
984,lzw-flv-small-low-13,1.255078109350506,7.0,1542.0009765625,27.34306,0.2496875,225.86073251131643
985,lzw-flv-small-low-14,1.083394879336614,13.0,907.0830078125,50.25993999999999,0.2876442857142857,62.7435828833116
986,lzw-flv-small-low-15,1.0955565064487116,18.0,1292.3427734375,66.0603,0.2626931578947368,74.47121093832432
987,lzw-flv-small-low-16,1.1295466724064096,24.0,2257.01171875,85.49452,0.250106,105.55320511143036
988,lzw-flv-small-low-17,1.136092484668545,29.0,2889.38671875,104.21163999999996,0.2620016666666667,105.82429591894282
989,lzw-flv-small-low-18,1.1255378285038975,14.0,1434.0615234375,51.33485,0.2506666666666666,111.44456680201482
990,lzw-flv-small-low-19,1.0965756399957196,19.0,1334.37109375,70.52503,0.2735865,69.15740395415101
991,lzw-flv-small-low-20,1.124162155466193,18.0,1726.6435546875,65.17074000000001,0.2523684210526316,104.9820451341322
992,lzw-flv-small-low-21,1.1026511482980714,17.0,1308.1142578125,61.58188,0.2504222222222222,84.82421927230457
993,lzw-flv-small-low-22,1.1008060725297806,5.0,517.2822265625,20.52713,0.2504166666666667,100.63199756078176
994,lzw-flv-small-low-23,1.1218150422449935,7.0,789.0869140625,28.74965,0.2884624999999999,95.14871255045034
995,lzw-flv-small-low-24,1.1139489908630913,18.0,1530.6796875,65.17075,0.2523684210526316,93.06718746055547
996,lzw-flv-small-low-25,1.0841472390734124,13.0,974.435546875,47.97382999999999,0.2516321428571428,80.72027086811212
997,lzw-flv-small-low-26,1.171164008990156,18.0,2288.404296875,66.68727,0.2699705263157894,127.10816891285808
998,lzw-flv-small-low-27,1.1091484972640893,22.0,1753.6162109375,75.38331999999997,0.2515909090909091,92.46222640281158
999,lzw-flv-small-low-28,1.1337470941173755,27.0,2638.0859375,96.58189999999998,0.2566278571428572,106.43620872901413
1000,lzw-flv-small-low-29,1.118964809128185,23.0,2076.2705078125,83.13456,0.2598445833333333,96.11444544009198
1001,lzw-flv-small-low-30,1.0648635022951507,9.0,535.9951171875,34.181659999999994,0.24975,62.78590903266096
1002,lzw-flv-small-low-31,1.1664483503285688,13.0,1856.9052734375,47.88267999999999,0.2501964285714285,154.99946301182212
1003,lzw-flv-small-low-32,1.0752107970258402,9.0,607.3486328125,36.838,0.3083319999999999,53.47162896095751
1004,lzw-flv-small-low-33,1.2273414304699397,28.0,4486.177734375,98.74945,0.24688,184.01612512287156
1005,lzw-flv-small-low-34,1.1056370023118671,21.0,1672.091796875,76.84305999999998,0.2662240909090909,81.73500863026878
1006,lzw-flv-small-low-35,1.133303447781565,22.0,2190.4482421875,79.68959999999998,0.2600265217391305,105.70942297484706
1007,lzw-flv-small-low-36,1.0870198286440589,12.0,928.67578125,44.49625,0.2507692307692307,83.22742546030368
1008,lzw-flv-small-low-37,1.1893638937655069,19.0,2618.2265625,70.01723999999999,0.267987,139.53672003677417
1009,lzw-flv-small-low-38,1.0999155478501073,17.0,1314.583984375,61.67186,0.251525,84.74618026204497
1010,lzw-flv-small-low-39,1.1384752437934262,16.0,1591.765625,54.99251,0.2093235294117647,138.27941399740635
1011,lzw-flv-small-low-40,1.094201473421926,10.0,846.6484375,38.44331,0.266660909090909,82.58914728636802
1012,lzw-flv-small-low-41,1.132112161703736,10.0,1133.333984375,38.53331,0.2684645454545454,109.55561883057022
1013,lzw-flv-small-low-42,1.1599972710988489,27.0,3217.8154296875,95.79709999999996,0.2504464285714285,134.12011734411988
1014,lzw-flv-small-low-43,1.1157734639697443,20.0,1465.3203125,74.19968999999999,0.2751447619047619,71.7743436576206
1015,lzw-flv-small-low-44,1.1217724372739608,23.0,2096.6259765625,82.09322,0.2502758333333333,102.04571089978243
1016,lzw-flv-small-low-45,1.1250942451987591,25.0,2338.0537109375,90.45924,0.2632103846153846,98.19706995285858
1017,lzw-flv-small-low-46,1.0985153063001047,11.0,933.8671875,41.99517,0.2677083333333332,83.06611180241259
1018,lzw-flv-small-low-47,1.0963737072065989,17.0,1272.556640625,61.59457999999999,0.2505777777777778,82.45026768163018
1019,lzw-flv-small-low-48,1.1000353696583995,19.0,1418.0078125,68.24552999999999,0.248451,83.63030171888333
1020,lzw-flv-small-low-49,1.0607578208858248,9.0,511.7568359375,35.508,0.2789999999999999,51.65748260248689
1021,lzw-flv-small-low-50,1.012512721674958,1.0,33.4501953125,6.94062,0.26125,18.447779178173885
1022,lzw-flv-small-high-1,1.0616831565914842,10.0,559.515625,37.65811,0.2509181818181818,59.21361389104035
1023,lzw-flv-small-high-2,1.058406858224043,9.0,499.6953125,34.21613,0.25051,58.29741813126192
1024,lzw-flv-small-high-4,1.05476715448183,9.0,473.494140625,34.18166,0.24975,55.46460982102493
1025,lzw-flv-small-high-5,1.0793703994110722,16.0,944.2392578125,59.74917,0.2710294117647058,58.30875298770522
1026,lzw-flv-small-high-6,1.049359542568645,8.0,374.568359375,30.8084,0.25085,48.46718976528608
1027,lzw-flv-small-high-7,1.0505108745044656,9.0,409.0224609375,34.0454,0.246745,48.690065114877896
1028,lzw-flv-small-high-8,1.0338870209247335,6.0,195.544921875,23.99294,0.2518214285714286,32.36461095811097
1029,lzw-flv-small-high-9,1.0757207174497132,16.0,904.259765625,60.29399,0.2780970588235294,53.92905215865213
1030,lzw-flv-small-high-10,1.054504619762381,9.0,450.576171875,34.3295,0.25301,51.87559084246063
1031,lzw-flv-small-high-11,1.0536892323029263,9.0,445.78515625,34.25106,0.2512799999999999,51.79569481504046
1032,lzw-flv-small-high-12,1.059934897937432,10.0,544.75390625,37.66968,0.25115,57.58047453469573
1033,lzw-flv-small-high-13,1.0313264441846297,5.0,167.8798828125,20.50446,0.2495833333333333,32.80459953175349
1034,lzw-flv-small-high-14,1.0669101937599057,11.0,672.8447265625,43.17741,0.2894358333333333,53.840113634559295
1035,lzw-flv-small-high-15,1.0737659233631371,13.0,844.5146484375,48.13094,0.2541071428571428,69.05036368768944
1036,lzw-flv-small-high-16,1.0653316257887862,11.0,668.1650390625,40.88895,0.2473783333333332,66.05658693034022
1037,lzw-flv-small-high-17,1.0682067415612948,13.0,714.0478515625,47.91555,0.2507142857142857,59.43903615415656
1038,lzw-flv-small-high-18,1.0252133372217975,4.0,124.279296875,18.57018,0.315,21.245752620428306
1039,lzw-flv-small-high-19,1.075221542059546,13.0,864.275390625,48.89069,0.266075,66.4388198812887
1040,lzw-flv-small-high-20,1.0562272672529314,10.0,504.251953125,37.63498,0.2504545454545454,53.49669858364063
1041,lzw-flv-small-high-21,1.0531672683833104,9.0,446.197265625,34.23926,0.25102,51.91516150501309
1042,lzw-flv-small-high-22,0.9877010028770452,1.0,-25.849609375,6.8386,0.25,-15.119825329745856
1043,lzw-flv-small-high-23,1.0488136402613306,9.0,393.701171875,35.207010000000004,0.272362,41.057362701987614
1044,lzw-flv-small-high-24,1.0646976873780998,11.0,646.259765625,41.8957,0.26588,58.01656309442098
1045,lzw-flv-small-high-25,1.069006927827865,12.0,731.634765625,44.47358,0.2503846153846153,65.70290970034549
1046,lzw-flv-small-high-27,1.0635374983432837,10.0,574.8974609375,37.63498,0.2504545454545454,60.99156581085131
1047,lzw-flv-small-high-28,1.0777051429432685,13.0,902.23046875,49.46512,0.2751242857142857,66.29633102355145
1048,lzw-flv-small-high-29,1.0354983004815868,6.0,214.2373046875,24.63794,0.2721428571428571,31.951684749824533
1049,lzw-flv-small-high-30,1.073001219200311,13.0,824.0009765625,47.91602,0.2507214285714285,68.58916806286913
1050,lzw-flv-small-high-31,1.019388553450003,4.0,81.5078125,17.00061,0.24577,19.507690813947395
1051,lzw-flv-small-high-32,1.083665979345106,16.0,1038.48828125,58.19611,0.2508823529411764,71.12749764080782
1052,lzw-flv-small-high-33,1.0318725675243263,5.0,176.646484375,21.94946,0.302695,26.58740254855722
1053,lzw-flv-small-high-34,1.0650130419005048,11.0,625.6484375,41.7485,0.263175,56.94359168305616
1054,lzw-flv-small-high-35,1.064019263355106,11.0,622.9501953125,41.05428,0.2504166666666667,60.59428371657799
1055,lzw-flv-large-low-1,1.127865476827964,27.0,2481.5634765625,98.1355,0.2688642857142857,94.05158784883976
1056,lzw-flv-large-low-2,1.09423313078259,17.0,1228.685546875,61.53491,0.2498466666666666,79.91818648405865
1057,lzw-flv-large-low-3,1.111194390663481,22.0,1811.1181640625,80.84230999999998,0.2710786956521739,82.64425790547254
1058,lzw-flv-large-low-4,1.1349721928645171,32.0,2888.9052734375,113.54262,0.2547160606060605,99.88909097202948
1059,lzw-flv-large-low-5,1.1004537175365705,19.0,1485.8544921875,69.55432,0.2628824999999999,81.26255936232428
1060,lzw-flv-large-low-6,1.2405164884463202,61.0,9127.83984375,213.17865,0.2542045161290323,168.43837460673754
1061,lzw-flv-large-low-7,1.090942475728918,18.0,1243.7744140625,65.93051,0.2611868421052631,72.22771718375385
1062,lzw-flv-large-low-8,1.2143594044966033,29.0,4536.26953125,102.68103999999995,0.25075,176.1844806779945
1063,lzw-flv-large-low-9,1.1019883930791894,19.0,1444.9580078125,69.8937,0.266625,77.53830912786286
1064,lzw-flv-large-low-10,1.170600046724278,45.0,4939.1142578125,159.29903000000002,0.2596419565217391,119.41560094908888
1065,lzw-flv-large-low-11,1.2210259569386517,42.0,5753.2646484375,143.47596,0.2492928571428571,160.85159715474526
1066,lzw-flv-large-low-12,1.090676185556954,18.0,1205.5498046875,67.03031,0.2739526315789474,65.6505626492404
1067,lzw-flv-large-low-13,1.1701257215592176,45.0,4858.6025390625,158.86999999999998,0.2575854347826087,118.72663940406191
1068,lzw-flv-large-low-14,1.1029373860795553,20.0,1586.5771484375,72.70388,0.2594361904761905,84.1149222227107
1069,lzw-flv-large-low-15,1.154694150088635,39.0,3834.8740234375,138.44952999999998,0.2592489999999999,106.84212721924116
1070,lzw-flv-large-low-16,1.1009174389818437,19.0,1509.0068359375,68.70618,0.25353,86.62954789738667
1071,lzw-flv-large-low-17,1.0869210998661702,16.0,1097.537109375,58.20747,0.2510294117647059,75.11313385551507
1072,lzw-flv-large-low-18,1.100834274304043,18.0,1340.3701171875,67.24548999999999,0.2764500000000001,72.10161293357234
1073,lzw-flv-large-low-19,1.162338907184712,41.0,4296.8984375,143.78067,0.2508928571428571,119.11495429770262
1074,lzw-flv-large-low-20,1.148320927634777,39.0,3559.634765625,137.86046,0.25600075,100.86128079476148
1075,lzw-flv-large-low-21,1.1654149830987457,44.0,4512.12109375,155.03266,0.2557051111111111,113.81988408336056
1076,lzw-flv-large-low-22,1.1326737630709702,24.0,2414.2802734375,85.67730999999999,0.251718,111.9457449888637
1077,lzw-flv-large-low-23,1.1287710744377906,26.0,2539.353515625,94.74727,0.2698166666666666,99.3316586323428
1078,lzw-flv-large-low-24,1.104399396116076,20.0,1555.37890625,71.70941999999998,0.2489928571428571,87.11102146544452
1079,lzw-flv-large-low-25,1.1346083857908156,28.0,2830.3369140625,101.59789,0.2685413793103448,103.73904168968308
1080,lzw-flv-large-low-26,1.1013692271060973,19.0,1436.0263671875,68.52228,0.2515025,83.32749046084481
1081,lzw-flv-large-low-27,1.209172384859177,17.0,2632.1162109375,61.59276,0.2505555555555555,170.55771055469492
1082,lzw-flv-large-low-28,1.150100118571726,28.0,3158.3251953125,100.73013999999998,0.2619427586206896,119.69913455578528
1083,lzw-flv-large-low-29,1.2013192960887762,53.0,6785.57421875,187.91508,0.2633662962962962,137.108624999067
1084,lzw-flv-large-low-30,1.1306742430432464,26.0,2523.8525390625,92.44695,0.2510277777777778,108.75509391812916
1085,lzw-flv-large-low-31,1.117183461667688,22.0,1983.6376953125,81.12347999999999,0.2737752173913043,89.31443342825831
1086,lzw-flv-large-low-32,1.0883995606456545,17.0,1132.7119140625,61.63946,0.2511277777777778,73.17553217180776
1087,lzw-flv-large-low-33,1.16759798196795,18.0,2165.5341796875,65.96405,0.2615763157894737,125.50450408918364
1088,lzw-flv-large-low-34,1.123470220385257,26.0,2366.9677734375,93.22801,0.2574074074074074,98.6336013353465
1089,lzw-flv-large-low-35,1.1471101920875328,30.0,3257.1650390625,107.36347,0.2597112903225806,116.81332747945598
1090,lzw-flv-large-low-36,1.118241451170895,23.0,2074.07421875,82.95876999999999,0.2582291666666667,96.8181311003792
1091,lzw-flv-large-high-1,1.3077398860782323,135.0,23270.3447265625,471.88793,0.261129044117647,188.8464255226265
1092,lzw-flv-large-high-2,1.3005228024068731,128.0,21588.1435546875,441.22978,0.2502393798449612,195.52163739148477
1093,lzw-flv-large-high-3,1.2505153816411392,93.0,12954.390625,321.33851000000004,0.2498221276595744,161.37018994107248
1094,lzw-flv-large-high-4,1.284063425382174,116.0,18313.205078125,399.4641600000001,0.2488804273504273,184.20261639812577
1095,lzw-flv-large-high-5,1.2881209726618206,119.0,19277.6357421875,410.68763,0.25068275,187.24821983997543
1096,lzw-flv-large-high-6,1.3207371142951696,148.0,26603.1728515625,510.90975,0.2521222818791946,206.52756109721795
1097,lzw-flv-large-high-7,1.3241618378914066,150.0,27247.49609375,515.6489900000001,0.2540488666666666,207.99608748390563
1098,lzw-flv-large-high-8,1.2121570022039942,62.0,8473.3447265625,219.59709,0.2646363492063491,145.8071422578085
1099,lzw-flv-large-high-9,1.2100097653940622,63.0,8238.8779296875,221.13447,0.2579228125,144.451437327687
1100,lzw-flv-large-high-10,1.2100137773034996,62.0,8269.5771484375,218.53995,0.2609357142857143,145.01700740547352
1101,lzw-flv-large-high-11,1.2611780308733411,100.0,14639.80859375,345.82269,0.2510333663366336,168.63606666847448
1102,lzw-flv-large-high-12,1.2499629742467644,94.0,13047.208984375,325.6402400000001,0.2518726315789474,159.07376965498597
1103,lzw-flv-large-high-13,1.2333671079708586,73.0,10677.84375,249.94239,0.2510075342465753,170.19895361346286
1104,lzw-flv-large-high-14,1.1882762354662708,54.0,6412.16015625,184.82285,0.2507375925925925,138.36595552029132
1105,lzw-flv-large-high-15,1.2655927574645274,103.0,15245.6669921875,356.2134,0.2512852884615384,170.3213587907074
1106,lzw-flv-large-high-16,1.2165043408896783,66.0,8919.5927734375,227.74169,0.2455514925373133,159.49971436425025
1107,lzw-flv-large-high-17,1.204957472930433,59.0,7834.7744140625,205.98558,0.2530416666666666,150.3133791938771
1108,lzw-flv-large-high-18,1.2414621139010724,89.0,11703.9091796875,307.42474,0.2492347777777777,152.7507973018064
1109,lzw-flv-large-high-19,1.241060222537344,88.0,11602.123046875,304.14588,0.2495740449438202,152.84671575703643
1110,lzw-flv-large-high-20,1.3240656260428805,153.0,27106.3857421875,528.1214000000001,0.2522182467532468,203.4985626212066
1111,lzw-flv-large-high-21,1.253212726942334,99.0,13509.93359375,345.13653,0.2570714,152.26795784941186
1112,lzw-flv-large-high-22,1.2769135434190282,113.0,17245.8369140625,390.6657,0.2516742105263158,175.40431686910753
1113,lzw-flv-large-high-23,1.2571624127350052,98.0,14027.6259765625,338.6039999999999,0.2502076767676768,165.57374160431866
1114,lzw-flv-large-high-24,1.1679157752962852,46.0,4891.455078125,160.33946999999998,0.2482748936170212,122.87536509600288
1115,lzw-flv-large-high-25,1.194434281672805,56.0,6893.212890625,194.91396,0.2500535087719298,141.4313847385137
1116,lzw-flv-large-high-26,1.2197113109596318,68.0,9296.08984375,235.74733,0.2494107246376811,158.10237920438382
1117,lzw-flv-large-high-27,1.214936956610555,66.0,8764.7919921875,224.71949,0.2468112121212121,158.02870758944033
1118,lzw-flv-large-high-28,1.2574771720716251,99.0,14003.0302734375,339.41990000000004,0.2520252525252525,163.69698025335262
1119,lzw-flv-large-high-29,1.237982853098945,77.0,11386.3583984375,266.9655000000001,0.2507351282051282,170.1039996613458
1120,lzw-flv-large-high-30,1.2591389847036487,101.0,14167.3671875,350.6589200000001,0.2540867647058824,159.0091865163442
1121,lzw-flv-large-high-31,1.2502206447566628,94.0,13053.6767578125,329.43359000000004,0.2606786315789474,152.0055841640957
1122,lzw-flv-large-high-32,1.201186269157824,57.0,7407.494140625,200.67962,0.2589741379310344,142.53176087478448
1123,lzw-flv-large-high-33,1.2572322231371849,97.0,14049.0478515625,337.31582999999995,0.255005612244898,163.32791961524902
1124,lzw-flv-large-high-34,1.2492071746756437,94.0,12800.8837890625,323.9174100000001,0.2478730526315789,159.43231361069806
1125,lzw-flv-large-high-35,1.2585708197159515,98.0,14045.1240234375,338.41648999999995,0.2497899999999999,166.14949048361444
1126,lzw-flv-large-high-36,1.2093867478296008,61.0,8214.078125,212.27765999999997,0.2509995161290322,154.1635325349431
1127,lzw-flv-large-high-37,1.236396008809649,76.0,11239.9912109375,262.99101,0.2491546753246753,171.53629583727033
1128,lzw-flv-large-high-38,1.2681950969184614,105.0,15760.3408203125,366.35251,0.2581279245283018,166.66002555955947
1129,lzw-flv-large-high-39,1.278242627877631,111.0,17276.7216796875,387.56882999999993,0.2590716964285714,172.0649949970059
1130,lzw-flv-large-high-40,1.165264868130026,43.0,4563.4375,152.74072000000004,0.2614852272727272,114.2589201263326
1131,lzw-flv-large-high-41,1.2661037796156749,104.0,15436.8564453125,360.1315599999999,0.2523206666666667,169.88101992700655
1132,lzw-flv-large-high-42,1.2830349876420428,114.0,18090.5068359375,396.29477,0.2558971304347825,178.3885509725962
1133,lzw-flv-large-high-43,1.2393545793078415,78.0,11490.947265625,273.32821000000007,0.2589427848101265,162.35570731198447
1134,lzw-flv-large-high-44,1.2360484857737215,77.0,11113.2802734375,266.91924000000006,0.2506043589743589,166.1398319598263
1135,lzw-flv-large-high-45,1.280092963107916,110.0,17345.162109375,384.0865400000001,0.2659657272727272,169.79449232355876
1136,lzw-flv-large-high-46,1.3243636120146651,155.0,27806.6357421875,539.3247999999999,0.2583603846153846,199.55937463600463
1137,lzw-flv-large-high-47,1.2171590159321988,65.0,8930.228515625,228.29891,0.2587716666666666,151.16178484904097
1138,lzw-flv-large-high-48,1.1870595175698575,52.0,6229.611328125,182.35066,0.2546926415094339,134.13348680163688
1139,lzw-flv-large-high-49,1.305838329455306,138.0,23095.5654296875,474.37974,0.2540210144927536,191.6605898138497
1140,lzw-flv-large-high-50,1.2989820820476137,129.0,21599.89453125,443.76933,0.2487450769230769,195.67703212594412
